nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
MYOVANT SCIENCES LTD,COM,G637AM102,94852,4600000,SH,DFND,"1,2",4600000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MYOV
NEKTAR THERAPEUTICS,COM,640268108,21176,914337,SH,DFND,2,914337,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NKTR
NEKTAR THERAPEUTICS,COM,640268108,60695,2620676,SH,DFND,"1,2",2620676,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NKTR
NEOGENOMICS INC,COM NEW,64049M209,15040,485470,SH,DFND,2,485470,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NEO
NEUROCRINE BIOSCIENCES INC,COM,64125C109,35490,290900,SH,DFND,2,290900,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NBIX
NEUROCRINE BIOSCIENCES INC,COM,64125C109,356240,2920000,SH,DFND,"1,2",2920000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NBIX
NEURONETICS INC,COM,64131A105,483,250000,SH,DFND,2,250000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,STIM
NEVRO CORP,COM,64157F103,13352,111762,SH,DFND,2,111762,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NVRO
NUVASIVE INC,COM,670704105,3701,66500,SH,DFND,2,66500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NUVA
OMNICELL INC,COM,68213N109,14274,202131,SH,DFND,2,202131,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
OXFORD IMMUNOTEC GLOBAL PLC,ORD SHS,G6855A103,8889,683795,SH,DFND,2,683795,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,OXFD
PACIFIC BIOSIENCES CALIF IN,COM,69404D108,28855,8363741,SH,DFND,2,8363741,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,PACB
PAYCHEX INC,COM,704326107,409,5400,SH,DFND,2,5400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
PENUMBRA INC,COM,70975L107,17552,98152,SH,DFND,2,98152,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,PEN
PERKINELMER INC,COM,714046109,471,4800,SH,DFND,2,4800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,PKI
PHREESIA INC,COM,71944F106,10666,377169,SH,DFND,2,377169,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
POLYONE CORP,COM,73179P106,357,13600,SH,DFND,2,13600,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
POOL CORPORATION,COM,73278L105,598,2200,SH,DFND,2,2200,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
PTC THERAPEUTICS INC,COM,69366J200,2882,56800,SH,DFND,2,56800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,PTCT
QUANTERIX CORP,COM,74766Q101,13079,477515,SH,DFND,2,477515,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,QTRX
QUEST DIAGNOSTICS INC,COM,74834L100,6838,60005,SH,DFND,2,60005,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,DGX
QUOTIENT LTD,SHS,G73268107,4434,599154,SH,DFND,2,599154,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,QTNT
RADIUS HEALTH INC,COM NEW,750469207,1032,75700,SH,DFND,2,75700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,RDUS
RADIUS HEALTH INC,COM NEW,750469207,94479,6931685,SH,DFND,"1,2",6931685,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,RDUS
REGENERON PHARMACEUTICALS,COM,75886F107,14406,23100,SH,DFND,2,23100,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,REGN
REGENXBIO INC,COM,75901B107,1510,41000,SH,DFND,2,41000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,RGNX
RESMED INC,COM,761152107,14939,77805,SH,DFND,2,77805,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,RMD
SP GLOBAL INC,COM,78409V104,560,1700,SH,DFND,2,1700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
SAGE THERAPEUTICS INC,COM,78667J108,640,15400,SH,DFND,2,15400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SAGE
SAGE THERAPEUTICS INC,COM,78667J108,58216,1400104,SH,DFND,"1,2",1400104,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SAGE
SANGAMO THERAPEUTICS INC,COM,800677106,34496,3850000,SH,DFND,"1,2",3850000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SGMO
SANOFI,SPONSORED ADR,80105N105,2910,57000,SH,DFND,2,57000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SNY
SAREPTA THERAPEUTICS INC,COM,803607100,3255,20300,SH,DFND,2,20300,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SRPT
SCHOLAR ROCK HLDG CORP,COM,80706P103,565,31000,SH,DFND,2,31000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SRRK
SCHOLAR ROCK HLDG CORP,COM,80706P103,49442,2715106,SH,DFND,"1,2",2715106,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SRRK
SEATTLE GENETICS INC,COM,812578102,9329,54900,SH,DFND,2,54900,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
SENSATA TECHNOLOGIES HLDNG P,SHS,G8060N102,369,9900,SH,DFND,2,9900,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
SERVICE CORP INTL,COM,817565104,331,8500,SH,DFND,2,8500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
SHOCKWAVE MED INC,COM,82489T104,19805,418089,SH,DFND,2,418089,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SWAV
SILK RD MED INC,COM,82710M100,10277,245338,SH,DFND,2,245338,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SILK
SKYWORKS SOLUTIONS INC,COM,83088M102,473,3700,SH,DFND,2,3700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
SOCIEDAD QUIMICA MINERA DE C,SPON ADR SER B,833635105,474,18200,SH,DFND,2,18200,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
STARBUCKS CORP,COM,855244109,319,4334,SH,DFND,2,4334,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
STRYKER CORP,COM,863667101,58371,323942,SH,DFND,2,323942,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,SYK
TABULA RASA HEALTHCARE INC,COM,873379101,11853,216581,SH,DFND,2,216581,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
TANDEM DIABETES CARE INC,COM NEW,875372203,22934,231839,SH,DFND,2,231839,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,TNDM
TELADOC HEALTH INC,COM,87918A105,28874,151299,SH,DFND,2,151299,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,TDOC
TELEFLEX INCORPORATED,COM,879369106,28512,78333,SH,DFND,2,78333,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,TFX
THERMO FISHER SCIENTIFIC INC,COM,883556102,25179,69491,SH,DFND,2,69491,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,TMO
TRADEWEB MKTS INC ,CL A,892672106,395,6800,SH,DFND,2,6800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
TRANSMEDICS GROUP INC,COM,89377M109,7616,425000,SH,DFND,2,425000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,TMDX
TRANSUNION,COM,89400J107,444,5096,SH,DFND,2,5096,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
TRIMBLE INC,COM,896239100,505,11700,SH,DFND,2,11700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
TRIP COM GROUP LTD,ADS,89677Q107,340,13100,SH,DFND,2,13100,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
TYLER TECHNOLOGIES INC,COM,902252105,529,1525,SH,DFND,2,1525,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
ULTRAGENYX PHARMACEUTICAL IN,COM,90400D108,1877,24000,SH,DFND,2,24000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,RARE
UNIQURE NV,SHS,N90064101,1555,34500,SH,DFND,2,34500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,90442,306636,SH,DFND,2,306636,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,UNH
VARIAN MED SYS INC,COM,92220P105,502,4100,SH,DFND,2,4100,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VAR
VEEVA SYS INC,CL A COM,922475108,14782,63056,SH,DFND,2,63056,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
VERISIGN INC,COM,92343E102,434,2100,SH,DFND,2,2100,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
VERISK ANALYTICS INC,COM,92345Y106,424,2489,SH,DFND,2,2489,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
VERTEX PHARMACEUTICALS INC,COM,92532F100,18173,62600,SH,DFND,2,62600,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VRTX
VERTEX PHARMACEUTICALS INC,COM,92532F100,267085,920000,SH,DFND,"1,2",920000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VRTX
VIR BIOTECHNOLOGY INC,COM,92764N102,1741,42500,SH,DFND,2,42500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VIR
VOCERA COMMUNICATONS INC,COM,92857F107,7295,344081,SH,DFND,2,344081,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
VOYAGER THERAPEUTICS INC,COM,92915B106,401,31800,SH,DFND,2,31800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VYGR
VOYAGER THERAPEUTICS INC,COM,92915B106,33825,2680283,SH,DFND,"1,2",2680283,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,VYGR
WABTEC,COM,929740108,368,6400,SH,DFND,2,6400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
WATSCO INC,COM,942622200,498,2800,SH,DFND,2,2800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
WAVE LIFE SCIENCES LTD,SHS,Y95308105,27096,2602858,SH,DFND,"1,2",2602858,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,WVE
XILINX INC,COM,983919101,413,4200,SH,DFND,2,4200,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
ZAI LAB LTD,ADR,98887Q104,14381,175100,SH,DFND,2,175100,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ZLAB
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,27155,227508,SH,DFND,2,227508,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ZBH
