nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
MSCI INC,COM,55354G100,516,1786,SH,DFND,2,1786,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MYOKARDIA INC,COM,62857M105,2194,46800,SH,DFND,2,46800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MYOK
MYOKARDIA INC,COM,62857M105,59299,1264913,SH,DFND,"1,2",1264913,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,36354,4815109,SH,DFND,"1,2",4815109,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MYOV
NEKTAR THERAPEUTICS,COM,640268108,15423,864037,SH,DFND,2,864037,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,NKTR
NEKTAR THERAPEUTICS,COM,640268108,46779,2620676,SH,DFND,"1,2",2620676,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,NKTR
NEUROCRINE BIOSCIENCES INC,COM,64125C109,7045,81400,SH,DFND,2,81400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,NBIX
NEUROCRINE BIOSCIENCES INC,COM,64125C109,275062,3178074,SH,DFND,"1,2",3178074,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,NBIX
NEURONETICS INC,COM,64131A105,616,325961,SH,DFND,2,325961,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,STIM
NEVRO CORP,COM,64157F103,7989,79906,SH,DFND,2,79906,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,NVRO
OMNICELL INC,COM,68213N109,12863,196136,SH,DFND,2,196136,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
OXFORD IMMUNOTEC GLOBAL PLC,ORD SHS,G6855A103,6133,662315,SH,DFND,2,662315,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,OXFD
PACIFIC BIOSIENCES CALIF IN,COM,69404D108,22579,7378791,SH,DFND,2,7378791,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PACB
PALO ALTO NETWORKS INC,COM,697435105,2787,17000,SH,DFND,2,17000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
PAYCHEX INC,COM,704326107,340,5400,SH,DFND,2,5400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
PENUMBRA INC,COM,70975L107,13251,82139,SH,DFND,2,82139,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PEN
PERKINELMER INC,COM,714046109,361,4800,SH,DFND,2,4800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PKI
PERRIGO CO PLC,SHS,G97822103,981,20400,SH,DFND,2,20400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PRGO
PFIZER INC,COM,717081103,2938,90000,SH,DFND,2,90000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PFE
PHREESIA INC,COM,71944F106,7592,360998,SH,DFND,2,360998,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
POLYONE CORP,COM,73179P106,258,13600,SH,DFND,2,13600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
POOL CORPORATION,COM,73278L105,433,2200,SH,DFND,2,2200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
PTC THERAPEUTICS INC,COM,69366J200,2909,65200,SH,DFND,2,65200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PTCT
QIAGEN NV,SHS NEW,N72482123,3852,92600,SH,DFND,2,92600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,QGEN
QUANTERIX CORP,COM,74766Q101,8187,445673,SH,DFND,2,445673,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,QTRX
QUIDEL CORP,COM,74838J101,11146,113955,SH,DFND,2,113955,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,QDEL
QUOTIENT LTD,SHS,G73268107,1406,355899,SH,DFND,2,355899,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,QTNT
RADIUS HEALTH INC,COM NEW,750469207,1322,101700,SH,DFND,2,101700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RDUS
RADIUS HEALTH INC,COM NEW,750469207,89462,6881685,SH,DFND,"1,2",6881685,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RDUS
REGENERON PHARMACEUTICALS,COM,75886F107,9326,19100,SH,DFND,2,19100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,REGN
REGENXBIO INC,COM,75901B107,1195,36900,SH,DFND,2,36900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RGNX
REPLIGEN CORP,COM,759916109,1313,13600,SH,DFND,2,13600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RGEN
RESMED INC,COM,761152107,11563,78505,SH,DFND,2,78505,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RMD
SP GLOBAL INC,COM,78409V104,417,1700,SH,DFND,2,1700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
SAGE THERAPEUTICS INC,COM,78667J108,517,18000,SH,DFND,2,18000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SAGE
SAGE THERAPEUTICS INC,COM,78667J108,40211,1400104,SH,DFND,"1,2",1400104,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SAGE
SANGAMO THERAPEUTICS INC,COM,800677106,24525,3850000,SH,DFND,"1,2",3850000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SGMO
SAREPTA THERAPEUTICS INC,COM,803607100,1956,20000,SH,DFND,2,20000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SRPT
SCHOLAR ROCK HOLDING CORP,COM,80706P103,32880,2715106,SH,DFND,"1,2",2715106,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SRRK
SEATTLE GENETICS INC,COM,812578102,4777,41400,SH,DFND,2,41400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
SENSATA TECHNOLOGIES HLDNG P,SHS,G8060N102,286,9900,SH,DFND,2,9900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
SERVICE CORP INTL,COM,817565104,332,8500,SH,DFND,2,8500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
SHOCKWAVE MED INC,COM,82489T104,10772,324661,SH,DFND,2,324661,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SWAV
SILK RD MED INC,COM,82710M100,6125,194583,SH,DFND,2,194583,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SILK
SKYWORKS SOLUTIONS INC,COM,83088M102,509,5700,SH,DFND,2,5700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
SOCIEDAD QUIMICA MINERA DE C,SPON ADR SER B,833635105,410,18200,SH,DFND,2,18200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
STARBUCKS CORP,COM,855244109,285,4334,SH,DFND,2,4334,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
STRYKER CORP,COM,863667101,28755,172713,SH,DFND,2,172713,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SYK
SUPERNUS PHARMACEUTICALS INC,COM,868459108,9945,552800,SH,DFND,2,552800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SUPN
SYNEOS HEALTH INC,CL A,87166B102,2440,61900,SH,DFND,2,61900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,SYNH
TABULA RASA HEALTHCARE INC,COM,873379101,10919,208809,SH,DFND,2,208809,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
TANDEM DIABETES CARE INC,COM NEW,875372203,12551,195038,SH,DFND,2,195038,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,TNDM
TELADOC HEALTH INC,COM,87918A105,31193,201235,SH,DFND,2,201235,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,TDOC
TELEFLEX INCORPORATED,COM,879369106,22941,78333,SH,DFND,2,78333,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,TFX
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,881624209,2721,303000,SH,DFND,2,303000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,TEVA
THERMO FISHER SCIENTIFIC INC,COM,883556102,11217,39552,SH,DFND,2,39552,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,TMO
TRANSUNION,COM,89400J107,337,5096,SH,DFND,2,5096,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
TRIMBLE INC,COM,896239100,372,11700,SH,DFND,2,11700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
TRIP COM GROUP LTD,ADS,89677Q107,307,13100,SH,DFND,2,13100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
TYLER TECHNOLOGIES INC,COM,902252105,452,1525,SH,DFND,2,1525,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
UBER TECHNOLOGIES INC,COM,90353T100,2792,100000,SH,DFND,2,100000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
ULTRAGENYX PHARMACEUTICAL IN,COM,90400D108,955,21500,SH,DFND,2,21500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,RARE
UNIQURE NV,SHS,N90064101,1495,31500,SH,DFND,2,31500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,78856,316208,SH,DFND,2,316208,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,UNH
VARIAN MED SYS INC,COM,92220P105,421,4100,SH,DFND,2,4100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,VAR
VEEVA SYS INC,CL A COM,922475108,7957,50884,SH,DFND,2,50884,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
VERISIGN INC,COM,92343E102,378,2100,SH,DFND,2,2100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
VERISK ANALYTICS INC,COM,92345Y106,347,2489,SH,DFND,2,2489,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
VERTEX PHARMACEUTICALS INC,COM,92532F100,38807,163089,SH,DFND,2,163089,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,VRTX
VERTEX PHARMACEUTICALS INC,COM,92532F100,264125,1110000,SH,DFND,"1,2",1110000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,VRTX
VOCERA COMMUNICATONS INC,COM,92857F107,7449,350724,SH,DFND,2,350724,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
VOYAGER THERAPEUTICS INC,COM,92915B106,401,43800,SH,DFND,2,43800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,VYGR
VOYAGER THERAPEUTICS INC,COM,92915B106,24525,2680283,SH,DFND,"1,2",2680283,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,VYGR
WABTEC CORP,COM,929740108,308,6400,SH,DFND,2,6400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
WATSCO INC,COM,942622200,442,2800,SH,DFND,2,2800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
WAVE LIFE SCIENCES LTD,SHS,Y95308105,24389,2602858,SH,DFND,"1,2",2602858,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,WVE
XILINX INC,COM,983919101,327,4200,SH,DFND,2,4200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
ZAI LAB LTD,ADR,98887Q104,7928,154000,SH,DFND,2,154000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ZLAB
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,10596,104832,SH,DFND,2,104832,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ZBH
ZYMEWORKS INC,COM,98985W102,653,18400,SH,DFND,2,18400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ZYME
