ticker,company_name,NASDAQ_sector,cusip,13F_name,cusip8,cik
OPCH,Option Care Health Inc. Common Stock,Healthcare,68404L201,OPTION CARE HEALTH INC,68404L20,
AXSM,Axsome Therapeutics Inc. Common Stock,Healthcare,05464T104,AXSOME THERAPEUTICS INC,05464T10,1579428.0
LIVN,LivaNova PLC Ordinary Shares,Healthcare,G5509L101,LIVANOVA PLC,G5509L10,1639691.0
MMSI,Merit Medical Systems Inc. Common Stock,Healthcare,589889104,MERIT MED SYS INC,58988910,728575.0
ALKS,Alkermes plc Ordinary Shares,Healthcare,G01767105,ALKERMES PLC,G0176710,1559053.0
APLS,Apellis Pharmaceuticals Inc. Common Stock,Healthcare,03753U106,APELLIS PHARMACEUTICALS INC,03753U10,1492422.0
PDCO,Patterson Companies Inc. Common Stock,Healthcare,,,nan,
SWAV,ShockWave Medical Inc. Common Stock,Healthcare,82489T104,SHOCKWAVE MED INC,82489T10,815094.0
CDNA,CareDx Inc. Common Stock,Healthcare,14167L103,CAREDX INC,14167L10,1217234.0
GKOS,Glaukos Corporation Common Stock,Healthcare,377322102,GLAUKOS CORP,37732210,1192448.0
AGIO,Agios Pharmaceuticals Inc. Common Stock,Healthcare,00847X104,AGIOS PHARMACEUTICALS INC,00847X10,1439222.0
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Healthcare,413216300,HARMONY GOLD MINING CO LTD,41321630,1023514.0
PACB,Pacific Biosciences of California Inc. Common Stock,Healthcare,69404D108,PACIFIC BIOSCIENCES CALIF IN,69404D10,1333170.0
PCRX,Pacira BioSciences Inc. Common Stock,Healthcare,695127100,PACIRA BIOSCIENCES,69512710,1396814.0
CNMD,CONMED Corporation Common Stock,Healthcare,207410101,CONMED CORP,20741010,816956.0
PMCUF,Pro Medicus,Healthcare,,,nan,
XNCR,Xencor Inc. Common Stock,Healthcare,98401F105,XENCOR INC,98401F10,1326732.0
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Healthcare,M8737E108,TARO PHARMACEUTICAL INDS LTD,M8737E10,906338.0
SWPIF,Sawai Pharmaceutical Co. Ltd.,Healthcare,,,nan,
PCVX,Vaxcyte Inc. Common Stock,Healthcare,92243G108,VAXCYTE INC,92243G10,
SRNE,Sorrento Therapeutics Inc.  Common Stock,Healthcare,83587F202,SORRENTO THERAPEUTICS INC,83587F20,850261.0
KRTX,Karuna Therapeutics Inc. Common Stock,Healthcare,48576A100,KARUNA THERAPEUTICS INC,48576A10,1771917.0
VCYT,Veracyte Inc. Common Stock,Healthcare,92337F107,VERACYTE INC,92337F10,1384101.0
FMTX,Forma Therapeutics Holdings Inc. Common Stock,Healthcare,34633R104,FORMA THERAPEUTICS HLDGS INC,34633R10,
SILK,Silk Road Medical Inc. Common Stock,Healthcare,82710M100,SILK RD MED INC,82710M10,1397702.0
ADCT,ADC Therapeutics SA Common Shares,Healthcare,H0036K147,ADC THERAPEUTICS SA,H0036K14,
SGFEF,Siegfried Holding AG,Healthcare,,,nan,
ZYME,Zymeworks Inc. Common Shares,Healthcare,98985W102,ZYMEWORKS INC,98985W10,1403752.0
BEAM,Beam Therapeutics Inc. Common Stock,Healthcare,07373V105,BEAM THERAPEUTICS INC,07373V10,
EDIT,Editas Medicine Inc. Common Stock,Healthcare,28106W103,EDITAS MEDICINE INC,28106W10,1650664.0
CORT,Corcept Therapeutics Incorporated Common Stock,Healthcare,218352102,CORCEPT THERAPEUTICS INC,21835210,1006281.0
ITCI,Intra-Cellular Therapies Inc. Common Stock,Healthcare,,,nan,
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Healthcare,558868105,MADRIGAL PHARMACEUTICALS INC,55886810,1673226.0
CMD,Cantel Medical Corp. Common Stock,Healthcare,138098108,CANTEL MED CORP,13809810,19446.0
ADDLF,AddLife AB - Class B,Healthcare,,,nan,
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Healthcare,05156V102,AURINIA PHARMACEUTICALS INC,05156V10,1600620.0
TSMRF,Tsumura & Co.,Healthcare,,,nan,
BFEHF,Bachem Holding AG,Healthcare,,,nan,
AMRN,Amarin Corporation plc,Healthcare,023111206,AMARIN CORP PLC,02311120,910988.0
MGLN,Magellan Health Inc. Common Stock,Healthcare,559079207,MAGELLAN HEALTH INC,55907920,19411.0
OMI,Owens & Minor Inc. Common Stock,Healthcare,690732102,OWENS & MINOR INC NEW,69073210,75234.0
OM,Outset Medical Inc. Common Stock,Healthcare,,,nan,
MEDGF,Medacta Group SA,Healthcare,,,nan,
IGMS,IGM Biosciences Inc. Common Stock,Healthcare,449585108,IGM BIOSCIENCES INC,44958510,1496323.0
QURE,uniQure N.V. Ordinary Shares,Healthcare,N90064101,UNIQURE NV,N9006410,1590560.0
AXNX,Axonics Modulation Technologies Inc. Common Stock,Healthcare,05465P101,AXONICS MODULATION TECHNOLOG,05465P10,1603756.0
AVNS,Avanos Medical Inc. Common Stock,Healthcare,05350V106,AVANOS MED INC,05350V10,1606498.0
QULRY,Qualicorp Consultoria e Corretora de Seguros S.A. ADR,Healthcare,,,nan,
PBH,Prestige Consumer Healthcare Inc. Common Stock,Healthcare,74112D101,PRESTIGE CONSMR HEALTHCARE I,74112D10,1042825.0
REPL,Replimune Group Inc. Common Stock,Healthcare,76029N106,REPLIMUNE GROUP INC,76029N10,1737953.0
BVNRY,Bavarian Nordic A/S ADR,Healthcare,,,nan,
KURA,Kura Oncology Inc. Common Stock,Healthcare,50127T109,KURA ONCOLOGY INC,50127T10,1631246.0
INO,Inovio Pharmaceuticals Inc. Common Stock,Healthcare,45773H201,INOVIO PHARMACEUTICALS INC,45773H20,1055726.0
ATRC,AtriCure Inc. Common Stock,Healthcare,04963C209,ATRICURE INC,04963C20,1001233.0
VIE,Viela Bio Inc. Common Stock,Healthcare,926613100,VIELA BIO INC,92661310,1734517.0
LJUIF,SSY Group Limited,Healthcare,,,nan,
KYMR,Kymera Therapeutics Inc. Common Stock,Healthcare,,,nan,
GNIIF,GNIIF,Healthcare,,,nan,
NSTG,NanoString Technologies Inc. Common Stock,Healthcare,63009R109,NANOSTRING TECHNOLOGIES INC,63009R10,1401708.0
RVNC,Revance Therapeutics Inc. Common Stock,Healthcare,761330109,REVANCE THERAPEUTICS INC,76133010,1479290.0
ZLDPF,Zealand Pharma A/S.,Healthcare,98920Y304,ZEALAND PHARMA A S,98920Y30,
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Healthcare,98943L107,ZENTALIS PHARMACEUTICALS INC,98943L10,
ARRJF,Arjo AB - Class B,Healthcare,,,nan,
ALVR,AlloVir Inc. Common Stock,Healthcare,,,nan,
ZEAL,Zealand Pharma A/S American Depositary Shares,Healthcare,98920Y304,ZEALAND PHARMA A S,98920Y30,
ADUS,Addus HomeCare Corporation Common Stock,Healthcare,006739106,ADDUS HOMECARE CORP,00673910,1468328.0
LFCYF,Veloxis Pharmaceuticals A/S,Healthcare,,,nan,
QUAIF,QUAIF,Healthcare,,,nan,
YMAB,Y-mAbs Therapeutics Inc. Common Stock,Healthcare,984241109,Y-MABS THERAPEUTICS INC,98424110,1722964.0
CSII,Cardiovascular Systems Inc. Common Stock,Healthcare,141619106,CARDIOVASCULAR SYS INC DEL,14161910,1180145.0
CYDY,Cytodyn Inc,Healthcare,,,nan,
RCKT,Rocket Pharmaceuticals Inc. Common Stock,Healthcare,77313F106,ROCKET PHARMACEUTICALS INC,77313F10,1281895.0
AMGXF,AnGes Inc.,Healthcare,,,nan,
SGMO,Sangamo Therapeutics Inc. Common Stock,Healthcare,800677106,SANGAMO THERAPEUTICS INC,80067710,1024795.0
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Healthcare,46333X108,IRONWOOD PHARMACEUTICALS INC,46333X10,1446847.0
HAWPF,Haw Par Corporation Limited,Healthcare,,,nan,
HRTX,Heron Therapeutics Inc. Common Stock,Healthcare,427746102,HERON THERAPEUTICS INC,42774610,818033.0
MYOV,Myovant Sciences Ltd. Common Shares,Healthcare,G637AM102,MYOVANT SCIENCES LTD,G637AM10,1679082.0
CRTX,Cortexyme Inc. Common Stock,Healthcare,22053A107,CORTEXYME INC,22053A10,1662774.0
BEAT,BioTelemetry Inc. Common Stock,Healthcare,090672106,BIOTELEMETRY INC,09067210,1009215.0
NTLA,Intellia Therapeutics Inc. Common Stock,Healthcare,45826J105,INTELLIA THERAPEUTICS INC,45826J10,1652130.0
NWBO,Northwest Biotherapeutics Inc,Healthcare,,,nan,
DRNA,Dicerna Pharmaceuticals Inc. Common Stock,Healthcare,253031108,DICERNA PHARMACEUTICALS INC,25303110,1399529.0
MLAB,Mesa Laboratories Inc. Common Stock,Healthcare,59064R109,MESA LABS INC,59064R10,724004.0
PLHNF,Paul Hartmann AG,Healthcare,,,nan,
KARBF,Karo Pharma AB,Healthcare,,,nan,
SHHPF,Ship Healthcare Holdings Inc,Healthcare,,,nan,
MRCHF,H.U. Group Holdings Inc.,Healthcare,,,nan,
LTGHF,Life Healthcare Group Holdings Limited,Healthcare,53223X107,LIFE STORAGE INC,53223X10,944314.0
NNOX,NANO-X IMAGING LTD Ordinary Shares,Healthcare,,,nan,
RCUS,Arcus Biosciences Inc. Common Stock,Healthcare,03969F109,ARCUS BIOSCIENCES INC,03969F10,1724521.0
LGND,Ligand Pharmaceuticals Incorporated Common Stock,Healthcare,53220K504,LIGAND PHARMACEUTICALS INC,53220K50,886163.0
INMD,InMode Ltd. Ordinary Shares,Healthcare,M5425M103,INMODE LTD,M5425M10,1742692.0
NRC,National Research Corporation Common Stock,Healthcare,,,nan,
EPZM,Epizyme Inc. Common Stock,Healthcare,29428V104,EPIZYME INC,29428V10,1571498.0
TTALF,Terveystalo Plc,Healthcare,,,nan,
CMPS,COMPASS Pathways Plc American Depository Shares,Healthcare,,,nan,
ENDP,Endo International plc Ordinary Shares,Healthcare,G30401106,ENDO INTL PLC,G3040110,1593034.0
MESO,Mesoblast Limited American Depositary Shares,Healthcare,590717104,MESOBLAST LTD,59071710,1345099.0
STOK,Stoke Therapeutics Inc. Common Stock,Healthcare,86150R107,STOKE THERAPEUTICS INC,86150R10,1623526.0
MEOBF,Mesoblast Ltd,Healthcare,590717104,MESOBLAST LTD,59071710,1345099.0
QTRX,Quanterix Corporation Common Stock,Healthcare,74766Q101,QUANTERIX CORP,74766Q10,1503274.0
MD,Mednax Inc. Common Stock,Healthcare,58502B106,MEDNAX INC,58502B10,893949.0
CYBQF,Cyberdyne Inc,Healthcare,,,nan,
MGNX,MacroGenics Inc. Common Stock,Healthcare,556099109,MACROGENICS INC,55609910,1125345.0
NNCSF,Nanosonics Limited,Healthcare,,,nan,
MRSN,Mersana Therapeutics Inc. Common Stock,Healthcare,59045L106,MERSANA THERAPEUTICS INC,59045L10,1442836.0
CLLKF,CELLINK,Healthcare,,,nan,
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Healthcare,03969T109,ARCTURUS THERAPEUTICS HLDG I,03969T10,1768224.0
TRIL,Trillium Therapeutics Inc. Common Shares,Healthcare,89620X506,TRILLIUM THERAPEUTICS INC,89620X50,1616212.0
CHRS,Coherus BioSciences Inc. Common Stock,Healthcare,19249H103,COHERUS BIOSCIENCES INC,19249H10,1512762.0
ATRI,Atrion Corporation Common Stock,Healthcare,049904105,ATRION CORP,04990410,701288.0
PNTG,The Pennant Group Inc. Common Stock ,Healthcare,,,nan,
ZGNX,Zogenix Inc. Common Stock,Healthcare,98978L204,ZOGENIX INC,98978L20,1375151.0
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,Healthcare,G5269C101,KINIKSA PHARMACEUTICALS LTD,G5269C10,1730430.0
NGM,NGM Biopharmaceuticals Inc. Common Stock,Healthcare,62921N105,NGM BIOPHARMACEUTICALS INC,62921N10,1426332.0
CGEN,Compugen Ltd. Ordinary Shares,Healthcare,M25722105,COMPUGEN LTD,M2572210,1119774.0
TBPH,Theravance Biopharma Inc. Ordinary Shares,Healthcare,G8807B106,THERAVANCE BIOPHARMA INC,G8807B10,1583107.0
SMGRF,Summerset Group Holdings Limited,Healthcare,,,nan,
CYTK,Cytokinetics Incorporated Common Stock,Healthcare,23282W605,CYTOKINETICS INC,23282W60,1061983.0
BDTX,Black Diamond Therapeutics Inc. Common Stock,Healthcare,09203E105,BLACK DIAMOND THERAPEUTICS I,09203E10,1701541.0
AMTI,Applied Molecular Transport Inc. Common Stock,Healthcare,03824M109,APPLIED MOLECULAR TRANS INC,03824M10,
HSKA,Heska Corporation Common Stock,Healthcare,42805E306,HESKA CORP,42805E30,1038133.0
PBHDF,PBHDF,Healthcare,,,nan,
SGRY,Surgery Partners Inc. Common Stock,Healthcare,86881A100,SURGERY PARTNERS INC,86881A10,1638833.0
ADVM,Adverum Biotechnologies Inc. Common Stock,Healthcare,00773U108,ADVERUM BIOTECHNOLOGIES INC,00773U10,1501756.0
USPH,U.S. Physical Therapy Inc. Common Stock,Healthcare,,,nan,
RAFLF,Raffles Medical Group Ltd,Healthcare,,,nan,
OTRK,Ontrak Inc. Common Stock,Healthcare,,,nan,
KROS,Keros Therapeutics Inc. Common Stock,Healthcare,492327101,KEROS THERAPEUTICS INC,49232710,
KPTI,Karyopharm Therapeutics Inc. Common Stock,Healthcare,48576U106,KARYOPHARM THERAPEUTICS INC,48576U10,1503802.0
ATRA,Atara Biotherapeutics Inc. Common Stock,Healthcare,046513107,ATARA BIOTHERAPEUTICS INC,04651310,1604464.0
CALZF,Polynovo Limited,Healthcare,,,nan,
CNST,Constellation Pharmaceuticals Inc. Common Stock,Healthcare,210373106,CONSTELLATION PHARMCETICLS I,21037310,1434418.0
RGNX,REGENXBIO Inc. Common Stock,Healthcare,75901B107,REGENXBIO INC,75901B10,1590877.0
ATNX,Athenex Inc. Common Stock,Healthcare,04685N103,ATHENEX INC,04685N10,1300699.0
OSUR,OraSure Technologies Inc. Common Stock,Healthcare,68554V108,ORASURE TECHNOLOGIES INC,68554V10,801555.0
CERS,Cerus Corporation Common Stock,Healthcare,157085101,CERUS CORP,15708510,1020214.0
RTRX,Retrophin Inc. Common Stock,Healthcare,761299106,RETROPHIN INC,76129910,1438533.0
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Healthcare,868459108,SUPERNUS PHARMACEUTICALS INC,86845910,1356576.0
ANNX,Annexon Inc. Common Stock,Healthcare,,,nan,
INVVY,Indivior Plc ADR,Healthcare,,,nan,
KSPHF,Kissei Pharmaceutical Co. Ltd,Healthcare,,,nan,
RNA,Avidity Biosciences Inc. Common Stock,Healthcare,05370A108,AVIDITY BIOSCIENCES INC,05370A10,
TBIO,Translate Bio Inc. Common Stock,Healthcare,89374L104,TRANSLATE BIO INC,89374L10,1693415.0
INVA,Innoviva Inc. Common Stock,Healthcare,45781M101,INNOVIVA INC,45781M10,1080014.0
GBIO,Generation Bio Co. Common Stock,Healthcare,37148K100,GENERATION BIO CO,37148K10,
NRIX,Nurix Therapeutics Inc. Common stock,Healthcare,,,nan,
PSNL,Personalis Inc. Common Stock,Healthcare,71535D106,PERSONALIS INC,71535D10,1527753.0
BMLKF,BMLKF,Healthcare,,,nan,
IMGN,ImmunoGen Inc. Common Stock,Healthcare,45253H101,IMMUNOGEN INC,45253H10,775820.0
BTAI,BioXcel Therapeutics Inc. Common Stock,Healthcare,09075P105,BIOXCEL THERAPEUTICS INC,09075P10,1720893.0
SOLTF,Sosei Group Corp.,Healthcare,,,nan,
TOPCF,Topcon Corporation,Healthcare,,,nan,
RPTX,Repare Therapeutics Inc. Common Shares,Healthcare,760273102,REPARE THERAPEUTICS INC,76027310,
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Healthcare,03969K108,ARCUTIS BIOTHERAPEUTICS INC,03969K10,1787306.0
GTH,Genetron Holdings Limited ADS,Healthcare,37186H100,GENETRON HLDGS LTD,37186H10,
MYGN,Myriad Genetics Inc. Common Stock,Healthcare,62855J104,MYRIAD GENETICS INC,62855J10,899923.0
TGRNF,Tong Ren Tang Technologies Co - Class H,Healthcare,,,nan,
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,Healthcare,76243J105,RHYTHM PHARMACEUTICALS INC,76243J10,1649904.0
HGYMF,Hogy Medical Co Ltd,Healthcare,,,nan,
LMNX,Luminex Corporation Common Stock,Healthcare,55027E102,LUMINEX CORP DEL,55027E10,1033905.0
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Healthcare,03209R103,AMPHASTAR PHARMACEUTICALS IN,03209R10,1297184.0
PHAT,Phathom Pharmaceuticals Inc. Common Stock,Healthcare,71722W107,PHATHOM PHARMACEUTICALS INC,71722W10,1783183.0
NKTX,Nkarta Inc. Common Stock,Healthcare,,,nan,
NHC,National HealthCare Corporation Common Stock,Healthcare,635906100,NATIONAL HEALTHCARE CORP,63590610,1047335.0
SNBIF,SanBio Company Limited,Healthcare,,,nan,
ICPT,Intercept Pharmaceuticals Inc. Common Stock,Healthcare,45845P108,INTERCEPT PHARMACEUTICALS IN,45845P10,1270073.0
BITGF,Biotage AB,Healthcare,,,nan,
CSTL,Castle Biosciences Inc. Common Stock,Healthcare,14843C105,CASTLE BIOSCIENCES INC,14843C10,1447362.0
KIDS,OrthoPediatrics Corp. Common Stock,Healthcare,68752L100,ORTHOPEDIATRICS CORP,68752L10,1425450.0
JLFNF,Japan Lifeline Co. Ltd.,Healthcare,47109U104,JAPAN SMALLER CAPITALIZATION,47109U10,859796.0
KRYS,Krystal Biotech Inc. Common Stock,Healthcare,501147102,KRYSTAL BIOTECH INC,50114710,1711279.0
VCEL,Vericel Corporation Common Stock,Healthcare,92346J108,VERICEL CORP,92346J10,887359.0
ESPR,Esperion Therapeutics Inc. Common Stock,Healthcare,29664W105,ESPERION THERAPEUTICS INC NE,29664W10,1267565.0
BGAIF,BioGaia AG - Class B,Healthcare,,,nan,
BLFS,BioLife Solutions Inc. Common Stock,Healthcare,09062W204,BIOLIFE SOLUTIONS INC,09062W20,834365.0
NK,NantKwest Inc. Common Stock,Healthcare,63016Q102,NANTKWEST INC,63016Q10,1326110.0
ULIHF,United Laboratories International Holdings Ltd.,Healthcare,,,nan,
AKRO,Akero Therapeutics Inc. Common Stock,Healthcare,00973Y108,AKERO THERAPEUTICS INC,00973Y10,1744659.0
GNMLF,Genomma Lab Internacional SAB -Series B,Healthcare,,,nan,
BRBR,BellRing Brands Inc. Class A Common Stock,Healthcare,079823100,BELLRING BRANDS INC,07982310,1772016.0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,Healthcare,29251M106,ENANTA PHARMACEUTICALS INC,29251M10,1177648.0
PETQ,PetIQ Inc. Class A Common Stock,Healthcare,71639T106,PETIQ INC,71639T10,1668673.0
LNTH,Lantheus Holdings Inc. Common Stock,Healthcare,516544103,LANTHEUS HLDGS INC,51654410,1521036.0
OXBDF,Oxford Biomedica,Healthcare,,,nan,
SHPHF,Sihuan Pharmaceutical Holdings Group Ltd,Healthcare,,,nan,
RAPT,RAPT Therapeutics Inc. Common Stock,Healthcare,75382E109,RAPT THERAPEUTICS INC,75382E10,1673772.0
PGEN,Precigen Inc. Common Stock,Healthcare,74017N105,PRECIGEN INC,74017N10,
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,Healthcare,00653A107,ADAPTIMMUNE THERAPEUTICS PLC,00653A10,1631650.0
ARVN,Arvinas Inc. Common Stock,Healthcare,04335A105,ARVINAS INC,04335A10,1581331.0
CLLS,Cellectis S.A. American Depositary Shares,Healthcare,15117K103,CELLECTIS S A,15117K10,1627281.0
RDNT,RadNet Inc. Common Stock,Healthcare,750491102,RADNET INC,75049110,1473597.0
GNMK,GenMark Diagnostics Inc. Common Stock,Healthcare,372309104,GENMARK DIAGNOSTICS INC,37230910,1487371.0
ECGS,Eco-Growth Strategies Inc,Healthcare,,,nan,
SKCZF,Selcuk Ecza Deposu,Healthcare,,,nan,
XVIPF,Xvivo Perfusion AB,Healthcare,,,nan,
PLRX,Pliant Therapeutics Inc. Common Stock,Healthcare,729139105,PLIANT THERAPEUTICS INC,72913910,
CMVLF,Cellectis,Healthcare,15117K103,CELLECTIS S A,15117K10,1627281.0
MORF,Morphic Holding Inc. Common Stock,Healthcare,61775R105,MORPHIC HLDG INC,61775R10,1679363.0
FLGT,Fulgent Genetics Inc. Common Stock,Healthcare,359664109,FULGENT GENETICS INC,35966410,1674930.0
ITOS,iTeos Therapeutics Inc. Common Stock,Healthcare,,,nan,
CLVLF,Clinuvel Pharmaceuticals Ltd,Healthcare,,,nan,
NUNZ,Nunzia Pharmaceutical Corp,Healthcare,,,nan,
PASG,Passage Bio Inc. Common Stock,Healthcare,702712100,PASSAGE BIO INC,70271210,
VIVO,Meridian Bioscience Inc. Common Stock,Healthcare,589584101,MERIDIAN BIOSCIENCE INC,58958410,794172.0
DYN,Dyne Therapeutics Inc. Common Stock,Healthcare,26817Q886,DYNEX CAP INC,26817Q88,826675.0
ATEC,Alphatec Holdings Inc. Common Stock,Healthcare,02081G201,ALPHATEC HLDGS INC,02081G20,1350653.0
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,Healthcare,03168L105,AMNEAL PHARMACEUTICALS INC,03168L10,1723128.0
VAPO,Vapotherm Inc. Common Stock,Healthcare,922107107,VAPOTHERM INC,92210710,1253176.0
ALEC,Alector Inc. Common Stock,Healthcare,014442107,ALECTOR INC,01444210,1653087.0
PRVB,Provention Bio Inc. Common Stock,Healthcare,74374N102,PROVENTION BIO INC,74374N10,1695357.0
PTGX,Protagonist Therapeutics Inc. Common Stock,Healthcare,74366E102,PROTAGONIST THERAPEUTICS INC,74366E10,1624658.0
PAHC,Phibro Animal Health Corporation Class A Common Stock,Healthcare,71742Q106,PHIBRO ANIMAL HEALTH CORP,71742Q10,1069899.0
FREQ,Frequency Therapeutics Inc. Common Stock,Healthcare,35803L108,FREQUENCY THERAPEUTICS INC,35803L10,1703647.0
GUERF,Guerbet SA,Healthcare,,,nan,
IMMVF,Immunovia AB,Healthcare,,,nan,
CRY,CryoLife Inc. Common Stock,Healthcare,228903100,CRYOLIFE INC,22890310,784199.0
OCUL,Ocular Therapeutix Inc. Common Stock,Healthcare,67576A100,OCULAR THERAPEUTIX INC,67576A10,1393434.0
SIBN,SI-BONE Inc. Common Stock,Healthcare,,,nan,
MDXG,Mimedx Group Inc,Healthcare,,,nan,
AGEN,Agenus Inc. Common Stock,Healthcare,00847G705,AGENUS INC,00847G70,1098972.0
TVTY,Tivity Health Inc. Common Stock,Healthcare,88870R102,TIVITY HEALTH INC,88870R10,704415.0
INBX,Inhibrx Inc. Common Stock,Healthcare,,,nan,
TRXPF,Torii Pharmaceutical Co. Ltd,Healthcare,,,nan,
IMTX,Immatics N.V. Ordinary Shares,Healthcare,,,nan,
AFIB,Acutus Medical Inc. Common Stock,Healthcare,,,nan,
ANAB,AnaptysBio Inc. Common Stock,Healthcare,032724106,ANAPTYSBIO INC,03272410,1370053.0
TCMD,Tactile Systems Technology Inc. Common Stock,Healthcare,87357P100,TACTILE SYS TECHNOLOGY INC,87357P10,1027838.0
TCRR,TCR2 Therapeutics Inc. Common Stock,Healthcare,87808K106,TCR2 THERAPEUTICS INC,87808K10,1750019.0
CAMRF,Camurus AB,Healthcare,,,nan,
KDMN,Kadmon Holdings Inc. Common Stock,Healthcare,48283N106,KADMON HLDGS INC,48283N10,1557142.0
HNGR,Hanger Inc. Common Stock,Healthcare,41043F208,HANGER INC,41043F20,722723.0
PHGUF,Pharming Group N.V.,Healthcare,,,nan,
PSTX,Poseida Therapeutics Inc. Common Stock,Healthcare,,,nan,
AKUS,Akouos Inc. Common Stock,Healthcare,00973J101,AKOUOS INC,00973J10,
GOSS,Gossamer Bio Inc. Common Stock,Healthcare,38341P102,GOSSAMER BIO INC,38341P10,1728117.0
ALBO,Albireo Pharma Inc. Common Stock,Healthcare,01345P106,ALBIREO PHARMA INC,01345P10,1653087.0
COLL,Collegium Pharmaceutical Inc. Common Stock,Healthcare,19459J104,COLLEGIUM PHARMACEUTICAL INC,19459J10,1631650.0
HGEN,Humanigen Inc. Common Stock,Healthcare,,,nan,
LMAT,LeMaitre Vascular Inc. Common Stock,Healthcare,525558201,LEMAITRE VASCULAR INC,52555820,1158895.0
CARA,Cara Therapeutics Inc. Common Stock,Healthcare,140755109,CARA THERAPEUTICS INC,14075510,1346830.0
AMEH,Apollo Medical Holdings Inc. Common Stock,Healthcare,,,nan,
ORIC,Oric Pharmaceuticals Inc. Common Stock,Healthcare,68622P109,ORIC PHARMACEUTICALS INC,68622P10,
OMER,Omeros Corporation Common Stock,Healthcare,682143102,OMEROS CORP,68214310,1285819.0
BSTC,BioSpecifics Technologies Corp. Common Stock,Healthcare,090931106,BIOSPECIFICS TECHNOLOGIES CO,09093110,875622.0
ATHA,Athira Pharma Inc. Common Stock,Healthcare,,,nan,
CALT,Calliditas Therapeutics AB American Depositary Shares,Healthcare,13124Q106,CALLIDITAS THERAPEUTICS AB,13124Q10,
OFIX,Orthofix Medical Inc. Common Stock (DE),Healthcare,68752M108,ORTHOFIX MED INC,68752M10,884624.0
SVA,Sinovac Biotech Ltd. Ordinary Shares,Healthcare,P8696W104,SINOVAC BIOTECH LTD,P8696W10,1084201.0
CLDX,Celldex Therapeutics Inc.,Healthcare,15117B202,CELLDEX THERAPEUTICS INC NEW,15117B20,744218.0
AUTL,Autolus Therapeutics plc American Depositary Share,Healthcare,05280R100,AUTOLUS THERAPEUTICS PLC,05280R10,1730463.0
AXDX,Accelerate Diagnostics Inc. Common Stock,Healthcare,00430H102,ACCELERATE DIAGNOSTICS INC,00430H10,727207.0
CPPSF,Cassiopea S.p.A.,Healthcare,,,nan,
CBAY,CymaBay Therapeutics Inc. Common Stock,Healthcare,23257D103,CYMABAY THERAPEUTICS INC,23257D10,1042074.0
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,Healthcare,09058V103,BIOCRYST PHARMACEUTICALS INC,09058V10,882796.0
INGN,Inogen Inc Common Stock,Healthcare,45780L104,INOGEN INC,45780L10,1294133.0
SNDX,Syndax Pharmaceuticals Inc. Common Stock,Healthcare,87164F105,SYNDAX PHARMACEUTICALS INC,87164F10,1395937.0
RDUS,Radius Health Inc. Common Stock,Healthcare,750469207,RADIUS HEALTH INC,75046920,1428522.0
NTUS,Natus Medical Incorporated Common Stock,Healthcare,639050103,NATUS MED INC DEL,63905010,944537.0
CYH,Community Health Systems Inc. Common Stock,Healthcare,,,nan,
EGRX,Eagle Pharmaceuticals Inc. Common Stock,Healthcare,269796108,EAGLE PHARMACEUTICALS INC,26979610,827871.0
FLXN,Flexion Therapeutics Inc. Common Stock,Healthcare,33938J106,FLEXION THERAPEUTICS INC,33938J10,1419600.0
VXRT,Vaxart Inc Common Stock,Healthcare,92243A200,VAXART INC,92243A20,72444.0
VBIV,VBI Vaccines Inc. New Common Stock (Canada),Healthcare,91822J103,VBI VACCINES INC,91822J10,764195.0
GERN,Geron Corporation Common Stock,Healthcare,374163103,GERON CORP,37416310,886744.0
LWEL,Luckwel Pharmaceuticals Inc,Healthcare,,,nan,
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,Healthcare,,,nan,
KHTRF,Knight Therapeutics Inc,Healthcare,499049104,KNIGHT SWIFT TRANSN HLDGS IN,49904910,1492691.0
AVRO,AVROBIO Inc. Common Stock,Healthcare,05455M100,AVROBIO INC,05455M10,1681087.0
APRE,Aprea Therapeutics Inc. Common stock,Healthcare,03836J102,APREA THERAPEUTICS INC,03836J10,1781983.0
SRDX,Surmodics Inc. Common Stock,Healthcare,868873100,SURMODICS INC,86887310,1220692.0
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Healthcare,921659108,VANDA PHARMACEUTICALS INC,92165910,1305597.0
ABSCF,Ab Science,Healthcare,,,nan,
